 # Time, x, y, dx, dy, e, L
   5.0000000000000003E-002  0.28643075695357639       0.11724641412461125      -0.53046436763460025        2.2761095955100723      -0.50000012187949627       0.71414283927728495     
  0.10999999999999999       0.23934420538191917       0.24493373626442830       -1.0015095114285579        1.9588498891406683      -0.50000027545328907       0.71414283671739254     
  0.16000000000000000       0.18302389642809852       0.33516717617539848       -1.2289833021281380        1.6513033479395864      -0.50000031890290408       0.71414283586567184     
  0.20000000000000004       0.13166821831865072       0.39654405212384941       -1.3289377556310766        1.4214551950106971      -0.50000033058955351       0.71414283558516978     
  0.25000000000000006        6.3521287706835891E-002  0.46118092791498733       -1.3871840423245740        1.1712610731934179      -0.50000033727266224       0.71414283543824653     
  0.30000000000000010       -6.3028096752928611E-003  0.51437318355016659       -1.4001754155107466       0.96303885677562395      -0.50000034099799540       0.71414283538077161     
  0.35000000000000014       -7.6072080008353554E-002  0.55808949913465244       -1.3874505218181066       0.79107514126500433      -0.50000034330087906       0.71414283535664824     
  0.40000000000000019      -0.14481223081835590       0.59397024860690972       -1.3604318984649515       0.64851730456430390      -0.50000034474119914       0.71414283534573342     
  0.45000000000000023      -0.21198838659119493       0.62333012453650749       -1.3257110675452226       0.52933470222759527      -0.50000034564417661       0.71414283534043133     
  0.50000000000000022      -0.27731938907886150       0.64721215229242524       -1.2871021420066551       0.42869455542044832      -0.50000034621526990       0.71414283533768508     
  0.55000000000000027      -0.34067129942638902       0.66644566384597326       -1.2468254029126962       0.34284821822283396      -0.50000034658175452       0.71414283533617984     
  0.60000000000000031      -0.40199602139755508       0.68169512621800266       -1.2061766550516371       0.26891288972338812      -0.50000034682115058       0.71414283533531253     
  0.65000000000000036      -0.46129546863337062       0.69349817042273276       -1.1659076467267016       0.20466705392046228      -0.50000034698053109       0.71414283533479039     
  0.70000000000000040      -0.51860033770834335       0.70229438557802726       -1.1264453981597837       0.14838679780543429      -0.50000034708868502       0.71414283533446377     
  0.75000000000000044      -0.57395736820372134       0.70844695314630879       -1.0880208759511831        9.8722034652631935E-002 -0.50000034716344655       0.71414283533425249     
  0.80000000000000049      -0.62742162222682674       0.71225893034654153       -1.0507458177423676        5.4604839335268225E-002 -0.50000034721604159       0.71414283533411160     
  0.85000000000000053      -0.67905178345445627       0.71398558426962633       -1.0146593457658106        1.5181920935070217E-002 -0.50000034725365761       0.71414283533401512     
  0.90000000000000058      -0.72890730039064056       0.71384381467227642      -0.97975664541713825       -2.0235239941978737E-002 -0.50000034728097753       0.71414283533394740     
  0.95000000000000062      -0.77704667035877706       0.71201942117644690      -0.94600680644199275       -5.2207438921733337E-002 -0.50000034730110510       0.71414283533389877     
   1.0000000000000007      -0.82352643591896013       0.70867276284491876      -0.91336400886976776       -8.1195498733927937E-002 -0.50000034731613197       0.71414283533386336     
   1.0500000000000007      -0.86840062890661673       0.70394320842942171      -0.88177456311856117      -0.10758124435991355      -0.50000034732748899       0.71414283533383693     
   1.1000000000000008      -0.91172049617304562       0.69795266850113868      -0.85118133573149413      -0.13168350518125213      -0.50000034733617116       0.71414283533381695     
   1.1500000000000008      -0.95353440189481087       0.69080842401782594      -0.82152650995738496      -0.15377043702871118      -0.50000034734287879       0.71414283533380174     
   1.2000000000000008      -0.99388783924252155       0.68260541076202519      -0.79275327775880056      -0.17406909683909141      -0.50000034734811205       0.71414283533378975     
   1.2500000000000009       -1.0328235081737567       0.67342807918513192      -0.76480684284387090      -0.19277294778256707      -0.50000034735223242       0.71414283533378042     
   1.3000000000000009       -1.0703814314467091       0.66335192008271915      -0.73763497883314888      -0.21004779156225611      -0.50000034735550403       0.71414283533377287     
   1.3500000000000010       -1.1065990908528485       0.65244472511054930      -0.71118830094411978      -0.22603649496012779      -0.50000034735812293       0.71414283533376666     
   1.4000000000000010       -1.1415115721132634       0.64076763525900027      -0.68542035467690254      -0.24086278424672589      -0.50000034736023413       0.71414283533376188     
   1.4500000000000011       -1.1751517111057224       0.62837601850981717      -0.66028758945150179      -0.25463431314857515      -0.50000034736194854       0.71414283533375789     
   1.5000000000000011       -1.2075502368660431       0.61532020892228156      -0.63574926193276049      -0.26744516029185145      -0.50000034736334920       0.71414283533375456     
   1.5500000000000012       -1.2387359086356662       0.60164613256506838      -0.61176729849188094      -0.27937787526277208      -0.50000034736450094       0.71414283533375178     
   1.6000000000000012       -1.2687356454292649       0.58739584047105764      -0.58830613612030236      -0.29050516502859047      -0.50000034736545307       0.71414283533374934     
   1.6500000000000012       -1.2975746473819141       0.57260796474362285      -0.56533255436146146      -0.30089129189235980      -0.50000034736624444       0.71414283533374734     
   1.7000000000000013       -1.3252765086432965       0.55731811079119387      -0.54281550631438436      -0.31059323858975696      -0.50000034736690557       0.71414283533374556     
   1.7500000000000013       -1.3518633219085954       0.54155919619632464      -0.52072595374369768      -0.31966168427118630      -0.50000034736746035       0.71414283533374390     
   1.8000000000000014       -1.3773557748736003       0.52536174477595787      -0.49903670931197625      -0.32814182600267333      -0.50000034736792798       0.71414283533374256     
   1.8500000000000014       -1.4017732390164446       0.50875414284141285      -0.47772228760603536      -0.33607407337654804      -0.50000034736832377       0.71414283533374134     
   1.9000000000000015       -1.4251338511682283       0.49176286342972836      -0.45675876574052260      -0.34349463834240723      -0.50000034736866006       0.71414283533374046     
   1.9500000000000015       -1.4474545883584042       0.47441266328408188      -0.43612365374298173      -0.35043603807676016      -0.50000034736894683       0.71414283533373968     
   2.0000000000000013       -1.4687513364210714       0.45672675655794637      -0.41579577455492756      -0.35692752532786515      -0.50000034736919230       0.71414283533373890     
   2.0500000000000003       -1.4890389528338621       0.43872696856538956      -0.39575515325565702      -0.36299545799193067      -0.50000034736940280       0.71414283533373824     
   2.1099999999999990       -1.5120715259431741       0.41674178572009535      -0.37205908413073263      -0.36975120464025202      -0.50000034736961707       0.71414283533373735     
   2.1599999999999979       -1.5301866442902599       0.39812229220601403      -0.35258540106978153      -0.37496780500759647      -0.50000034736976895       0.71414283533373668     
   2.2099999999999969       -1.5473339035658864       0.37925092455632137      -0.33334199646199075      -0.37982918465603877      -0.50000034736990029       0.71414283533373635     
   2.2599999999999958       -1.5635244156552417       0.36014500628803037      -0.31431292008285300      -0.38435255678578184      -0.50000034737001409       0.71414283533373601     
   2.3099999999999947       -1.5787685140367187       0.34082104199029151      -0.29548297433707443      -0.38855349259613881      -0.50000034737011323       0.71414283533373557     
   2.3599999999999937       -1.5930757897263139       0.32129479550955248      -0.27683764766110247      -0.39244607442469681      -0.50000034737019927       0.71414283533373513     
   2.4099999999999926       -1.6064551240205762       0.30158136097217642      -0.25836305297728995      -0.39604302957408233      -0.50000034737027399       0.71414283533373479     
   2.4599999999999915       -1.6189147182781887       0.28169522754430415      -0.24004587070572203      -0.39935584738634716      -0.50000034737033916       0.71414283533373446     
   2.5099999999999905       -1.6304621209564785       0.26165033871109655      -0.22187329587629173      -0.40239488172339333      -0.50000034737039578       0.71414283533373424     
   2.5599999999999894       -1.6411042520971710       0.24146014675818864      -0.20383298891891780      -0.40516944067721611      -0.50000034737044496       0.71414283533373402     
   2.6099999999999883       -1.6508474254354435       0.22113766305420471      -0.18591302974309609      -0.40768786505360649      -0.50000034737048771       0.71414283533373391     
   2.6599999999999873       -1.6596973682876699       0.20069550466206240      -0.16810187474884641      -0.40995759693730055      -0.50000034737052468       0.71414283533373357     
   2.7099999999999862       -1.6676592393560759       0.18014593774651066      -0.15038831643934134      -0.41198523944732041      -0.50000034737055632       0.71414283533373324     
   2.7599999999999851       -1.6747376445726776       0.15950091819425716      -0.13276144533101658      -0.41377660862185678      -0.50000034737058374       0.71414283533373291     
   2.8099999999999841       -1.6809366510902595       0.13877212981978795      -0.11521061387977626      -0.41533677822716641      -0.50000034737060672       0.71414283533373268     
   2.8599999999999830       -1.6862597995145825       0.11797102049345246       -9.7725402162101710E-002 -0.41667011816020011      -0.50000034737062604       0.71414283533373257     
   2.9099999999999819       -1.6907101144594134        9.7108836497669951E-002  -8.0295585067547831E-002 -0.41778032700642448      -0.50000034737064170       0.71414283533373235     
   2.9599999999999809       -1.6942901134941826        7.6196655391460172E-002  -6.2911100774385137E-002 -0.41867045921953583      -0.50000034737065402       0.71414283533373213     
   3.0099999999999798       -1.6970018145429899        5.5245417642301863E-002  -4.5562020293136579E-002 -0.41934294730595478      -0.50000034737066335       0.71414283533373202     
   3.0599999999999787       -1.6988467417832098        3.4265957267086346E-002  -2.8238517873576997E-002 -0.41979961932198728      -0.50000034737066978       0.71414283533373180     
   3.1099999999999777       -1.6998259300819378        1.3269031710265512E-002  -1.0930842079512585E-002 -0.42004171192349160      -0.50000034737067345       0.71414283533373146     
   3.1599999999999766       -1.6999399279989256       -7.7346488231112339E-003   6.3707126575790630E-003 -0.42006987914517840      -0.50000034737067423       0.71414283533373124     
   3.2099999999999755       -1.6991887993753241       -2.8734392369149500E-002   2.3675834190118993E-002 -0.41988419702786228      -0.50000034737067223       0.71414283533373113     
   3.2599999999999745       -1.6975721235184444       -4.9719496335832100E-002   4.0994220692294456E-002 -0.41948416415574635      -0.50000034737066745       0.71414283533373091     
